"","rho_set","A0_unstable","A0_stable","A1_unstable","A1_stable","A1_stabilised","A1_destabilised","A0_infeasible","A0_feasible","A1_infeasible","A1_feasible","A1_made_feasible","A1_made_infeasible","A0_rho","A1_rho","rho_diff","rho_abs","complex_A0","complex_A1","A0_eig","A1_eig","LCI_A0","UCI_A0","LCI_A1","UCI_A1"
"1",-0.9,0,10000,0,10000,0,0,9998,2,9996,4,3,1,-0.9,-0.672212479626503,0.227787520373497,-0.227787520373497,0.774565113115711,0.888274095225101,-0.89865868568076,-0.175883763412896,-1.41423744107365,-0.370951829295527,-1.23717317718046,-5.95830543079407e-06
"2",-0.85,0,10000,0,10000,0,0,9998,2,9995,5,5,2,-0.85,-0.63621042644836,0.21378957355164,-0.21378957355164,0.774405998220128,0.888085024281992,-0.869142627862671,-0.176010954600868,-1.37313145093572,-0.236171418856574,-1.1256771382557,-1.17567847756995e-05
"3",-0.8,0,10000,0,10000,0,0,9998,2,9995,5,5,2,-0.8,-0.597978489261082,0.202021510738918,-0.202021510738918,0.773498133872412,0.887129291011323,-0.836225160408147,-0.171630152005313,-1.34982918133556,-0.206680622908538,-1.24430129774863,-1.88395063551094e-06
"4",-0.75,0,10000,0,10000,0,0,9991,9,9995,5,3,7,-0.75,-0.561036875212124,0.188963124787876,-0.188963124787876,0.774083445103865,0.888169292895023,-0.805943858667083,-0.168090382994356,-1.28529901381637,-0.151522863218853,-1.07152230950142,-1.97669833747048e-05
"5",-0.7,0,10000,0,10000,0,0,9998,2,9996,4,4,2,-0.7,-0.524693456329039,0.175306543670961,-0.175306543670961,0.774824807556327,0.888494389329407,-0.776769321145031,-0.16769410319249,-1.2959995468436,-0.182198209153873,-1.05071470496305,-1.49643044659673e-05
"6",-0.65,3,9997,3,9997,0,0,9994,6,9995,5,1,2,-0.65,-0.48573794785279,0.16426205214721,-0.16426205214721,0.773298271706964,0.887472733391476,-0.746141931425993,-0.164138397202075,-1.27976637478308,0.0392930645340853,-1.15934919995799,0.0280280919453366
"7",-0.6,6,9994,6,9994,0,0,9997,3,9993,7,5,1,-0.6,-0.448207211347763,0.151792788652237,-0.151792788652237,0.775947525496209,0.890350879099587,-0.716016055225888,-0.157548709049294,-1.22493574401833,0.292944452733318,-1.01438972349477,0.207059096539022
"8",-0.55,3,9997,3,9997,0,0,9997,3,9994,6,5,2,-0.55,-0.412473384970731,0.137526615029269,-0.137526615029269,0.77377286885144,0.886972792494562,-0.687862238682478,-0.156714653208461,-1.24871879444284,0.165173052561867,-1.07878733854454,0.0450344989416236
"9",-0.5,6,9994,6,9994,0,0,9996,4,9993,7,6,3,-0.5,-0.37306633272875,0.12693366727125,-0.12693366727125,0.773907044170736,0.887144467125641,-0.653658636902195,-0.151199435520094,-1.15510544013335,0.241182043258352,-0.959906679783688,0.220307123863472
"10",-0.45,9,9991,9,9991,0,0,9996,4,9990,10,8,2,-0.45,-0.33587290835598,0.11412709164402,-0.11412709164402,0.773113467717,0.887321488200857,-0.624569656263907,-0.146202481750591,-1.14125910444974,0.328441640996414,-0.902848871017482,0.252049509005234
"11",-0.4,6,9994,6,9994,0,0,9996,4,9995,5,3,2,-0.4,-0.297198633808062,0.102801366191938,-0.102799682413286,0.771579697655562,0.88618871296942,-0.592201191383151,-0.13990740569829,-1.10722656875119,0.132055060465495,-0.849593602583632,0.0607399804599635
