"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.308580071516815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200587328253005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081897816366093,0,-0.77242462239236,0,0.019421994682838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116053757039822,0,0.438823079946795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484581946593823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693250021040461,0,0,0,0,0,0,0,-0.254657324017553,0,0,0,0,0,0,0,0,0.22262275390904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442499064877288,0,-0.0602540872003222,0,0,0,0,0,0,0,0,0,0,0,-0.69887331913569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.452005472600634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.329945942356398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13460183061932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174070839341467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226306630026032,0,0,0,0,0,0,0,0,0.091510901667031,0,0,0,0,0,0,0.329983242851814,0,0,0,0,0,0,-0.5170757967642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368583182598358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469359262150158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153160884427192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878856597019966,0,0,0,0,0,0,-0.288425899628778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106058639172335,0,0,0,0,0,0,0,-0.600409562782347,0,0,0,0,0,0,0,0,0,0,-0.178806556686534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154079401358294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210929136986706,0.5635941249199,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.697545442761232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482634150337999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0668404619912699,0,0,0,0,0,-0.572553980709752,0,0,0,-0.13626975853606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16361187239189,0,0,0.540780715994667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,-1,0,0,0,0,0,0,-0.556220049146071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.451024547182092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804743736438054,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.389840864234081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0618683635028991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950001407227221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0051129669697565,0,0,0,0,0,0,0,0,-0.63527723676687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182795903126091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920912474863326,0,0,0,0,0,0,0,0,-0.245758112202054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196093477433822,0,-0.440526333904684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0862359589792807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0.104391909643581,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131205467071468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167183999887439,0,0,0.119409254032174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296227168475164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.480251145287514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108042373836664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,-0.232213106206791,0,0,0,0,-1,0,0,0,0,0,0.162134866395891,-0.0401328548673207,0,0,0,-0.56106580839426,0,0,0,-0.66155036650943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110980156596602,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.805626182067095,0,0,0.0157689904662494,0,0,0,0,0,0,0,0,0,0,0,0,0.508425042666601,0,0,0,0,0,0,0,0,0,0.0833985263778338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578627250514283,0,0,0,0,0,0,0,0,-0.0553958420887011,-0.225348741001368,0,0,0,0,0,0,-0.419473719517568,0,0,0,0,0,0.156505995519587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2211837270194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491344054741746,0,0,0,0,0,0,0,0.102131990906511,0,0,0,0,0,0,0,0,0,0,0,0,-0.300552489748615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,1.12470639387019,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246287579294765,0,0,0,0,0,0,0,-0.176617077100334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493787972585497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0705270103608402,0,0,0,0,0,0,0,0,0,0.0223996536919551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117076039840386,0,0,0,0,0,0,0,0,0.122971442097127,0
"10",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934981806219431,0,0,0,0,0,-0.366625745108324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668391745301457,0.0970564457026,0,0,0.186051398221054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113010401770879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344537904457971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131419124920981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750743537869935
